"replications","input1","input2","input3","input4","output1","output2"
997,"A",2,"X",11,0.925228889986631,3.78013529631396
998,"A",2,"X",11,0.536683225456941,4.43717413936013
999,"A",2,"X",11,2.973560275389,4.51035788675152
1000,"A",2,"X",11,0.55648341578091,3.83225368663108
1,"B",2,"X",11,6.74985250976454,6.50617600585379
2,"B",2,"X",11,6.17011621596802,1.18615389121094
3,"B",2,"X",11,0.140892322929773,4.43830251360515
4,"B",2,"X",11,3.97114633749924,2.67001199643992
5,"B",2,"X",11,-0.408306040816386,5.1926984562905
6,"B",2,"X",11,4.40345590746784,-0.234827905302099
7,"B",2,"X",11,0.897723668163092,2.81234576266806
8,"B",2,"X",11,-5.43081258345708,2.8284368298405
9,"B",2,"X",11,4.67288374060068,8.43924272496081
10,"B",2,"X",11,3.60859876320483,4.86561998638674
11,"B",2,"X",11,1.05982487932801,-3.65706699011892
12,"B",2,"X",11,3.90780195970587,1.17497843494793
13,"B",2,"X",11,-2.88864990065478,8.01478549201004
14,"B",2,"X",11,3.30690366590207,3.70771788083703
15,"B",2,"X",11,10.0394019424734,3.02304418854751
16,"B",2,"X",11,-2.71015557935087,9.13523197423594
17,"B",2,"X",11,-2.04150409077036,-4.57475215253873
18,"B",2,"X",11,-0.932935799920709,1.30170650708392
19,"B",2,"X",11,8.50526277917986,8.74035881813885
20,"B",2,"X",11,0.543744130011155,1.9813565425923
21,"B",2,"X",11,0.937187674161886,2.07792634975408
22,"B",2,"X",11,5.56367754085596,1.8671756559804
23,"B",2,"X",11,1.37369765707417,-2.13824759195506
24,"B",2,"X",11,3.91093682025561,3.4660379924898
25,"B",2,"X",11,-2.02319054477274,3.2964817949982
26,"B",2,"X",11,0.501944044265433,-0.22729458627806
27,"B",2,"X",11,2.63623735627139,6.85591045850873
28,"B",2,"X",11,5.09645123436417,-1.69646113374846
29,"B",2,"X",11,4.25497151756169,4.36563807493107
30,"B",2,"X",11,1.16363043973391,3.30640939893434
31,"B",2,"X",11,1.68852049444451,6.55991462856015
32,"B",2,"X",11,5.04181102975818,5.20074737486867
33,"B",2,"X",11,4.38728020593035,3.88599768454991
34,"B",2,"X",11,-0.883127385873044,5.8434114148946
35,"B",2,"X",11,4.73641036745509,4.41848411273972
36,"B",2,"X",11,4.00079167630419,-0.524400374750359
37,"B",2,"X",11,-0.541017446982036,3.53536977012238
38,"B",2,"X",11,2.76962330219692,0.752809323501075
39,"B",2,"X",11,-1.6656664811483,0.829526531131584
40,"B",2,"X",11,-0.141854525729552,2.11669635392048
41,"B",2,"X",11,-1.10926995942963,1.54358655188948
42,"B",2,"X",11,-4.42598234754033,1.70257853285515
43,"B",2,"X",11,2.47704610502976,2.28344094423408
44,"B",2,"X",11,6.80015959885091,7.61643017372085
45,"B",2,"X",11,6.57955997186014,3.29730976574928
46,"B",2,"X",11,1.62680738027295,2.10350635626697
47,"B",2,"X",11,2.42998298311877,3.68286366541294
48,"B",2,"X",11,1.62283259899035,4.51897628606721
49,"B",2,"X",11,2.99908565362947,-3.12394756462768
50,"B",2,"X",11,-0.559087203829222,-1.41307185599273
51,"B",2,"X",11,1.11608473977044,2.04211882807844
52,"B",2,"X",11,2.62611751788288,2.97288462558428
53,"B",2,"X",11,-3.25376171972057,5.07552911997754
54,"B",2,"X",11,0.139877211105175,6.26260027444398
55,"B",2,"X",11,4.21216223895198,8.04378144104807
56,"B",2,"X",11,5.38908117518651,4.29516686003453
57,"B",2,"X",11,5.43283543783932,2.34316924253225
58,"B",2,"X",11,-4.48472190971677,4.52645781656109
59,"B",2,"X",11,2.15756447427295,1.82204799515057
60,"B",2,"X",11,0.859189116515698,3.09191860678224
61,"B",2,"X",11,2.73090655690158,-0.23542224402696
62,"B",2,"X",11,1.78446360474754,0.760810283042404
63,"B",2,"X",11,1.06878684007837,3.51231643049586
64,"B",2,"X",11,-1.76898944966865,6.20720391498828
65,"B",2,"X",11,-3.26222583360467,5.37641420601349
66,"B",2,"X",11,5.76227408018261,1.89813674097141
67,"B",2,"X",11,4.15534720623382,3.53082747521149
68,"B",2,"X",11,2.77355249598396,2.69558903485068
69,"B",2,"X",11,-4.31388545967472,2.21011356108493
70,"B",2,"X",11,-1.67390155926012,6.6619508665678
71,"B",2,"X",11,4.46174391272092,1.01731084403899
72,"B",2,"X",11,-4.44560699460792,-0.868448197264816
73,"B",2,"X",11,1.12723979411144,2.80373916950546
74,"B",2,"X",11,0.613297679280147,7.53813195647173
75,"B",2,"X",11,-0.357091383295881,8.27778938375174
76,"B",2,"X",11,-0.108601821161292,10.029666102489
77,"B",2,"X",11,0.672237413842922,-1.68640286649167
78,"B",2,"X",11,-0.772609391383386,2.49984163681993
79,"B",2,"X",11,3.19497961556838,-0.996590181314512
80,"B",2,"X",11,0.00329513241974255,0.265611519917415
81,"B",2,"X",11,2.55249527936122,3.45706843043978
82,"B",2,"X",11,1.51638949340764,1.34424879589474
83,"B",2,"X",11,0.337464554157761,7.42270304025282
84,"B",2,"X",11,7.11974936865511,2.19998855196519
85,"B",2,"X",11,-0.140703025700361,-0.832964510456434
86,"B",2,"X",11,-3.12801009110902,0.375857704488601
87,"B",2,"X",11,4.10960796488982,-2.48394020902476
88,"B",2,"X",11,1.55023542995161,0.674181058729533
89,"B",2,"X",11,3.67844495086917,2.09451443033045
90,"B",2,"X",11,0.687576519975394,0.845424628110043
91,"B",2,"X",11,4.73242909142452,5.23326957203263
92,"B",2,"X",11,1.71707885431537,-0.00994429542898478
93,"B",2,"X",11,1.35985201353683,2.53636890388527
94,"B",2,"X",11,3.45739116371845,2.31616108042773
95,"B",2,"X",11,2.58352362447249,2.69127522734347
96,"B",2,"X",11,5.07908987244545,1.37971361077968
97,"B",2,"X",11,4.86649767708654,0.197995971319881
98,"B",2,"X",11,0.4234715171537,3.40775234730482
99,"B",2,"X",11,-1.73778818467569,0.625571350137359
100,"B",2,"X",11,3.79767605793597,-2.6175542014457
101,"B",2,"X",11,3.91195624455067,5.91579369886434
102,"B",2,"X",11,2.88832855920325,3.12737609836823
103,"B",2,"X",11,2.36792705858495,5.96463229103642
104,"B",2,"X",11,-2.3834104679249,5.68782607217987
105,"B",2,"X",11,-2.78686525368061,4.43408528489407
106,"B",2,"X",11,0.476512827152164,5.72257388707274
107,"B",2,"X",11,2.7798873978511,6.68598826660867
108,"B",2,"X",11,-1.29258477149359,-0.234301860254535
109,"B",2,"X",11,0.472025037472626,-0.919439221719279
110,"B",2,"X",11,-4.69186454756699,4.76234721016054
111,"B",2,"X",11,4.429102764608,-0.89716264973361
112,"B",2,"X",11,5.23024292434261,1.56800383277272
113,"B",2,"X",11,0.238117939125719,1.08981902308226
114,"B",2,"X",11,3.08177535958028,-1.360286813491
115,"B",2,"X",11,7.12105074320603,-1.19179195497375
116,"B",2,"X",11,1.16333999283487,-1.30765015589653
117,"B",2,"X",11,-0.28638260363222,6.58967225797298
118,"B",2,"X",11,-3.52853705602353,5.52764095172876
119,"B",2,"X",11,6.17242423268178,7.761563892764
120,"B",2,"X",11,-0.683411753892583,4.90008852327163
121,"B",2,"X",11,-4.28611070056362,5.82823608450238
122,"B",2,"X",11,6.75698107599861,3.32625133848841
123,"B",2,"X",11,-0.698047763264241,3.44437785321038
124,"B",2,"X",11,-0.0975159596335042,3.80944441896611
125,"B",2,"X",11,3.14599668163851,-3.99435436335412
126,"B",2,"X",11,3.26344961100031,4.12781031435435
127,"B",2,"X",11,-1.59239780223117,-2.19621243416084
128,"B",2,"X",11,0.565334313832088,4.01828114678349
129,"B",2,"X",11,5.69784378147075,8.95776820299976
130,"B",2,"X",11,-0.908219031829512,6.13617293090509
131,"B",2,"X",11,5.30462546884628,2.97115313734386
132,"B",2,"X",11,0.806735147438493,5.52796020078124
133,"B",2,"X",11,-5.40814966884956,1.22697229026654
134,"B",2,"X",11,1.81709051329377,0.59675285124215
135,"B",2,"X",11,2.63586997202694,4.18963364548342
136,"B",2,"X",11,-0.70889214642266,3.22000699877824
137,"B",2,"X",11,0.387644823137633,1.88710597865609
138,"B",2,"X",11,-1.6841887131243,-1.16347047489009
139,"B",2,"X",11,1.8685579303351,2.57094084702374
140,"B",2,"X",11,0.979818608951452,1.93364409679585
141,"B",2,"X",11,0.981958840492498,1.52599225246294
142,"B",2,"X",11,3.59175367164924,1.79234186453028
143,"B",2,"X",11,5.90101973855176,5.72657374736284
144,"B",2,"X",11,3.3198918340787,-0.365327648325489
145,"B",2,"X",11,0.778246292990696,-0.989401223135888
146,"B",2,"X",11,1.61244459021658,9.3684955647516
147,"B",2,"X",11,3.45548966941351,5.4959861588471
148,"B",2,"X",11,2.12065578279494,0.241737637206514
149,"B",2,"X",11,1.2446741663103,1.43604823422409
150,"B",2,"X",11,3.30291170095455,5.54557318165542
151,"B",2,"X",11,3.35128180825225,3.9255693271461
152,"B",2,"X",11,2.87461482744845,-1.23677489387401
153,"B",2,"X",11,10.8522474425134,7.23879410830523
154,"B",2,"X",11,-0.915885124114957,-0.866808749561174
155,"B",2,"X",11,2.81162363403793,-0.825258360325449
156,"B",2,"X",11,-4.15498835518694,5.81213820842815
157,"B",2,"X",11,1.43713461630452,1.6719434868059
158,"B",2,"X",11,2.78928925415994,1.63091904957801
159,"B",2,"X",11,3.75675207113687,1.070190187384
160,"B",2,"X",11,-0.551899598669089,1.19549822637436
161,"B",2,"X",11,0.974779804138314,8.14318419784416
162,"B",2,"X",11,2.27423764148126,-0.920374520604027
163,"B",2,"X",11,-2.29061844894041,2.0551088182198
164,"B",2,"X",11,-1.85429951768721,2.10703316759636
165,"B",2,"X",11,2.85690049478033,4.07263175928121
166,"B",2,"X",11,3.14980854184563,-0.129874005471556
167,"B",2,"X",11,4.12132665471374,1.40791263454127
168,"B",2,"X",11,-0.754038352208388,3.8225416881542
169,"B",2,"X",11,0.513439957821324,3.32280117750378
170,"B",2,"X",11,7.90517667399082,-4.20522671343157
171,"B",2,"X",11,3.12059360689639,9.62345111143913
172,"B",2,"X",11,-4.85154399413136,-2.26269223332486
173,"B",2,"X",11,5.604512873964,-1.41649587800922
174,"B",2,"X",11,0.420632674288646,-0.108057943920019
175,"B",2,"X",11,1.67935418311807,-1.87965378927281
176,"B",2,"X",11,-0.0685206875514019,4.03691006012693
177,"B",2,"X",11,7.53387398048559,3.14134856923932
178,"B",2,"X",11,7.16275755815976,4.36280836638923
179,"B",2,"X",11,6.68579104027548,2.86580257639735
180,"B",2,"X",11,0.746952892779183,3.84487264538905
181,"B",2,"X",11,1.78758113477193,0.81632213500554
182,"B",2,"X",11,2.45895059276443,1.42508578706061
183,"B",2,"X",11,2.19839895525039,3.62836748581963
184,"B",2,"X",11,6.74131591859336,5.32344229828495
185,"B",2,"X",11,2.60736856086321,8.55047966696993
186,"B",2,"X",11,-5.82306380446513,2.3690237586192
187,"B",2,"X",11,-0.2218530804007,7.98520500436678
188,"B",2,"X",11,-1.72340510148143,3.9502155091244
189,"B",2,"X",11,5.72677063735155,4.99087960995503
190,"B",2,"X",11,-1.87876655830798,-0.931671035909928
191,"B",2,"X",11,0.0628926324881851,1.69842714977783
192,"B",2,"X",11,3.22379887053012,-1.20112357450848
193,"B",2,"X",11,-1.21870418380589,2.21145033722716
194,"B",2,"X",11,4.9400322347338,12.6786208350565
195,"B",2,"X",11,3.19385095943059,2.75242480318751
196,"B",2,"X",11,1.43852845711798,-0.810855254467501
197,"B",2,"X",11,7.05676077600519,2.03717074534709
198,"B",2,"X",11,0.154546317151067,1.06371888385831
199,"B",2,"X",11,-2.16589616366745,1.56835375686935
200,"B",2,"X",11,1.28444102794433,1.32216711493139
201,"B",2,"X",11,3.9431586491306,-4.35133158205102
202,"B",2,"X",11,1.24558127935167,2.78012469181271
203,"B",2,"X",11,3.21057022828533,8.85782740240425
204,"B",2,"X",11,0.979915992348533,-2.30390451783464
205,"B",2,"X",11,5.05158366311489,2.72953735065903
206,"B",2,"X",11,-4.12983232807807,5.85715842829133
207,"B",2,"X",11,-0.995645997220569,4.19408367856984
208,"B",2,"X",11,1.37932239830977,1.77494031210583
209,"B",2,"X",11,4.32230940698418,3.60110312048656
210,"B",2,"X",11,2.90561337631261,2.49483198446031
211,"B",2,"X",11,0.321998576506136,2.89638268623035
212,"B",2,"X",11,1.04895334796935,2.83441795411647
213,"B",2,"X",11,2.93278232997274,0.183569873771467
214,"B",2,"X",11,4.02606208459183,2.70220227128517
215,"B",2,"X",11,-1.97178003381922,2.88833526490556
216,"B",2,"X",11,0.995005315043493,3.93567415848371
217,"B",2,"X",11,-0.203442233377534,8.14880066932243
218,"B",2,"X",11,-1.3295261743699,9.99001191587819
219,"B",2,"X",11,0.698051753690552,1.16193009458893
220,"B",2,"X",11,-1.67596348040236,5.30904527719388
221,"B",2,"X",11,4.5120394456489,1.00896409301732
222,"B",2,"X",11,-0.365129654179651,2.37767219008837
223,"B",2,"X",11,5.28942238833623,0.340178815296358
224,"B",2,"X",11,3.4803176300268,4.31678823228258
225,"B",2,"X",11,2.29709446201152,4.24503937273499
226,"B",2,"X",11,2.1878381318225,7.2090639329364
227,"B",2,"X",11,0.675936437619718,1.45546014062494
228,"B",2,"X",11,6.45380318531779,0.522455139811776
229,"B",2,"X",11,2.28746889081601,3.63825817248143
230,"B",2,"X",11,3.37196577944055,2.99659179427758
231,"B",2,"X",11,4.19377990264615,5.86475007350157
232,"B",2,"X",11,-0.155333545450218,-1.99124575855133
233,"B",2,"X",11,-0.704321025040544,8.21735969232843
234,"B",2,"X",11,1.92385984264068,3.42063673599057
235,"B",2,"X",11,0.332249634631419,7.61472811217087
236,"B",2,"X",11,-0.629503895825178,-3.24861847939086
237,"B",2,"X",11,-0.275025679627276,5.7371034347908
238,"B",2,"X",11,4.57160155459415,5.42438455686932
239,"B",2,"X",11,-4.2021937373194,4.37880234170256
240,"B",2,"X",11,3.87898424993181,0.564774571531635
241,"B",2,"X",11,1.79803626931515,-3.42161760602048
242,"B",2,"X",11,6.18849784875626,1.12141465899813
243,"B",2,"X",11,0.399380474434172,4.60688362585813
244,"B",2,"X",11,2.12355561136127,5.58437563766829
245,"B",2,"X",11,3.34872950602553,-0.040377499804531
246,"B",2,"X",11,1.3063701242171,1.65523372955544
247,"B",2,"X",11,-1.56151726521596,-2.86646358387924
248,"B",2,"X",11,0.746336387503698,0.164003349913324
249,"B",2,"X",11,-2.68751714868875,-2.61602465720601
250,"B",2,"X",11,4.51320065823287,4.53626209281512
251,"B",2,"X",11,3.14366586735099,-0.426793421927596
252,"B",2,"X",11,-2.86665425516564,4.59377797738713
253,"B",2,"X",11,-2.79489890505573,3.90539854159657
254,"B",2,"X",11,2.58666570051508,2.82438418974965
255,"B",2,"X",11,-1.97685445027369,4.61409450890331
256,"B",2,"X",11,0.112971669042285,-0.600379379479656
257,"B",2,"X",11,4.96969545692214,-0.430529635655221
258,"B",2,"X",11,3.86609626115181,2.30386186431416
259,"B",2,"X",11,4.17835306595444,2.00353045813495
260,"B",2,"X",11,1.63526642704354,4.1196714430333
261,"B",2,"X",11,-4.07534730542437,2.08607429190931
262,"B",2,"X",11,3.97529180280021,7.62173218860852
263,"B",2,"X",11,11.5310938299325,3.43479054745726
264,"B",2,"X",11,1.51992927992903,5.70067326769197
265,"B",2,"X",11,1.8482904069654,-0.656515657051353
266,"B",2,"X",11,-1.40064384956715,8.140427239157
267,"B",2,"X",11,2.40771986788923,6.09113564693463
268,"B",2,"X",11,0.893422387528827,2.47754400342281
269,"B",2,"X",11,2.27415059662732,5.5816193134106
270,"B",2,"X",11,-4.80104765062075,4.5267539559705
271,"B",2,"X",11,1.58558556433667,5.59426741239973
272,"B",2,"X",11,3.79949032900828,6.11201411091137
273,"B",2,"X",11,7.84031146456155,1.11942499369697
274,"B",2,"X",11,-1.99609006086017,0.40653415877838
275,"B",2,"X",11,3.07489254076542,3.80433607210253
276,"B",2,"X",11,-1.51675643377781,3.49669709681605
277,"B",2,"X",11,2.27083524400089,2.95579503505129
278,"B",2,"X",11,1.36898176191522,1.1862140001834
279,"B",2,"X",11,5.61270291112767,3.8939612031569
280,"B",2,"X",11,9.23782934838346,7.09921470279635
281,"B",2,"X",11,1.26806516936321,0.578958664269659
282,"B",2,"X",11,-3.42128420998118,3.33127246170268
283,"B",2,"X",11,4.96321879384747,5.45465998245029
284,"B",2,"X",11,7.14452477729426,5.54535054449561
285,"B",2,"X",11,6.06730947493651,2.93507547385573
286,"B",2,"X",11,0.422535403759967,5.32807827757804
287,"B",2,"X",11,4.60837105261421,5.16147736326358
288,"B",2,"X",11,2.10949058124418,6.40289938977403
289,"B",2,"X",11,1.48461357338432,2.38166570691202
290,"B",2,"X",11,1.26191327055596,-6.46475084352243
291,"B",2,"X",11,0.466671230088833,5.36181094426267
292,"B",2,"X",11,7.71063795658195,4.64186419409016
293,"B",2,"X",11,7.84889894729821,0.850213038266693
294,"B",2,"X",11,4.80793957188184,8.2976626984276
295,"B",2,"X",11,4.71735155673829,6.42641788257232
296,"B",2,"X",11,-1.62099011306147,8.21791882338467
297,"B",2,"X",11,-0.0528444525500262,2.76143292713858
298,"B",2,"X",11,4.88600366833251,-0.27712621580684
299,"B",2,"X",11,8.0176994285296,1.86274728363156
300,"B",2,"X",11,2.2899545938301,4.98449795119734
301,"B",2,"X",11,1.06691298023821,5.23528533364457
302,"B",2,"X",11,0.149985167336208,1.02128466429381
303,"B",2,"X",11,1.74851393284432,-1.50921547234901
304,"B",2,"X",11,2.63853119430017,4.86868087388216
305,"B",2,"X",11,-1.84943337881217,0.929091874804067
306,"B",2,"X",11,2.98471230087824,-3.99964567542345
307,"B",2,"X",11,7.21408165378178,2.24803855417479
308,"B",2,"X",11,10.5828599514116,-0.0837153210309847
309,"B",2,"X",11,1.89917259846547,4.23801025022467
310,"B",2,"X",11,4.17652837883913,-2.844529141355
311,"B",2,"X",11,0.53389825744333,0.614661130914058
312,"B",2,"X",11,2.30271203570387,4.9351932998754
313,"B",2,"X",11,0.820262646252113,4.12865413942737
314,"B",2,"X",11,5.74763714188065,1.62816794324089
315,"B",2,"X",11,1.0387977609139,-2.16643478959512
316,"B",2,"X",11,3.97089128851502,1.64783720217589
317,"B",2,"X",11,-0.490377725739844,-1.0847101733493
318,"B",2,"X",11,2.30836934147352,5.32212306292043
319,"B",2,"X",11,-5.37922171160009,-4.74590147601158
320,"B",2,"X",11,6.56097114079813,0.996318696358337
321,"B",2,"X",11,5.94487756067972,7.00378937133142
322,"B",2,"X",11,0.91360457028508,10.9254932544091
323,"B",2,"X",11,10.2369716609166,3.84549555011529
324,"B",2,"X",11,4.22272190769272,4.95401181241725
325,"B",2,"X",11,-0.346656217965063,1.36389245127206
326,"B",2,"X",11,10.0791940749827,0.63198566428393
327,"B",2,"X",11,-1.63637142543199,1.73089196610289
328,"B",2,"X",11,-3.82248842070728,4.93666577424068
329,"B",2,"X",11,1.20672783245782,0.119642314498362
330,"B",2,"X",11,-0.684114258614859,5.36439546546327
331,"B",2,"X",11,-3.42218530407858,4.60360694929685
332,"B",2,"X",11,1.10906335966861,0.0911726749091333
333,"B",2,"X",11,0.25825941448341,0.158350174296574
334,"B",2,"X",11,7.04500598913452,1.36612418283993
335,"B",2,"X",11,0.284459161046716,-2.04405740362959
336,"B",2,"X",11,-2.7743871830869,-0.528125942876145
337,"B",2,"X",11,0.399992115399763,-0.887235046399502
338,"B",2,"X",11,3.04335961797155,-0.0979294839771638
339,"B",2,"X",11,0.508877935517411,7.15332092762663
340,"B",2,"X",11,1.63027605127871,6.75106299643163
341,"B",2,"X",11,1.37819562825628,4.36581666707795
342,"B",2,"X",11,-0.226179764066556,0.844088002121542
343,"B",2,"X",11,0.930707182577236,5.61997753110196
344,"B",2,"X",11,6.32055570283025,4.48219011918097
345,"B",2,"X",11,1.53551078354491,1.47888460415537
346,"B",2,"X",11,-5.45000417981578,5.78002923626321
347,"B",2,"X",11,3.58718816514392,4.27553241909134
348,"B",2,"X",11,-4.81104347757473,2.60285338585484
349,"B",2,"X",11,-3.06142602536955,6.56733388196013
350,"B",2,"X",11,5.73365388414048,8.3134282926877
351,"B",2,"X",11,0.431154083795209,4.5928564135929
352,"B",2,"X",11,4.70508334419507,7.16513533271696
353,"B",2,"X",11,3.65945706768203,4.53854309427073
354,"B",2,"X",11,0.919960628560435,4.53206606238636
355,"B",2,"X",11,4.63194483254661,-4.85277149453367
356,"B",2,"X",11,8.12282632515764,5.17718579539781
357,"B",2,"X",11,0.923781085129258,-1.94698004730075
358,"B",2,"X",11,3.7038759324644,3.62401643236671
359,"B",2,"X",11,1.82485963447033,3.56596391123527
360,"B",2,"X",11,-0.110074228903904,-2.22788018506823
361,"B",2,"X",11,-1.75131970711631,3.84915465596387
362,"B",2,"X",11,-1.38253909485699,3.59524409869815
363,"B",2,"X",11,1.63767616402951,1.1451993909869
364,"B",2,"X",11,-3.15901587320402,-5.8853774599769
365,"B",2,"X",11,-0.846111972525571,-0.850754924314561
366,"B",2,"X",11,-2.24760371078713,4.26299155323412
367,"B",2,"X",11,2.47968774200536,-1.27978034826782
368,"B",2,"X",11,2.48641197509168,5.185265311917
369,"B",2,"X",11,0.38145868560075,0.482963007453467
370,"B",2,"X",11,5.81770940166811,2.56419961878114
371,"B",2,"X",11,-0.0995540875290564,0.378339092324569
372,"B",2,"X",11,-0.60841622108987,-0.880716896219023
373,"B",2,"X",11,1.26460327338173,-3.04845533651147
374,"B",2,"X",11,0.831883268559966,-0.0979064477281533
375,"B",2,"X",11,2.68960763835536,2.83463223535183
376,"B",2,"X",11,4.80590545519892,1.92576645982299
377,"B",2,"X",11,2.27317007603588,6.68645116921815
378,"B",2,"X",11,2.4440556937237,3.57506689375419
379,"B",2,"X",11,5.61694024800136,0.80528684586146
380,"B",2,"X",11,-0.807175279104134,2.26396119699155
381,"B",2,"X",11,-0.336949315191015,2.81086245336119
382,"B",2,"X",11,4.94917567993893,6.66659957980134
383,"B",2,"X",11,0.440216128203165,4.77465908677813
384,"B",2,"X",11,0.49036279042049,2.16049948602065
385,"B",2,"X",11,-5.35402429669529,2.29255239992783
386,"B",2,"X",11,0.2105400558634,6.29805922924075
387,"B",2,"X",11,3.41350021021568,7.06529669324239
388,"B",2,"X",11,1.48801250991369,2.6694733215548
389,"B",2,"X",11,3.74314646137178,2.10239533471111
390,"B",2,"X",11,2.38630092234777,-1.41113988061286
391,"B",2,"X",11,5.00874636077989,3.71609550366238
392,"B",2,"X",11,-2.67998661711644,1.2724112447961
393,"B",2,"X",11,-0.0667498811825404,4.84436487061933
394,"B",2,"X",11,3.06187620710603,2.06465640059841
395,"B",2,"X",11,1.15464380074155,2.1865694411893
396,"B",2,"X",11,4.61125822038652,2.55357665240317
397,"B",2,"X",11,-4.2607927536559,-0.0289410843728986
398,"B",2,"X",11,0.0238063898429703,4.22005699725729
399,"B",2,"X",11,1.65235983391769,-1.53504682388364
400,"B",2,"X",11,3.21077966449278,4.62068734561085
401,"B",2,"X",11,4.1160679209529,5.20163551268008
402,"B",2,"X",11,1.84740574885953,-2.42283533495651
403,"B",2,"X",11,0.388865121375001,1.49843480943533
404,"B",2,"X",11,3.41426233558204,-1.56440989460046
405,"B",2,"X",11,2.7947699648508,2.97953807440195
406,"B",2,"X",11,7.33621951987013,-4.56921202962745
407,"B",2,"X",11,7.89005210815641,9.05245419784777
408,"B",2,"X",11,3.10594662509947,5.88500469225351
409,"B",2,"X",11,3.48652725889216,7.64317673165511
410,"B",2,"X",11,4.17777281647837,2.68008102274741
411,"B",2,"X",11,2.01473507937965,2.49832372025445
412,"B",2,"X",11,-2.24670830768434,1.48409331092489
413,"B",2,"X",11,1.58206942139147,1.88166864556299
414,"B",2,"X",11,0.314512664698007,2.69577686712863
415,"B",2,"X",11,2.41281374080364,9.49102473632422
416,"B",2,"X",11,-3.37623561497996,4.51779782765171
417,"B",2,"X",11,-2.59859325852168,0.585213776682347
418,"B",2,"X",11,2.8093448214356,4.41299430088346
419,"B",2,"X",11,-2.58791653286335,8.17566200631839
420,"B",2,"X",11,5.421275688349,-0.209212549223206
421,"B",2,"X",11,2.02002458880075,0.995936828095619
422,"B",2,"X",11,3.71762823521054,4.04405811148482
423,"B",2,"X",11,4.22784707527707,-1.99604598918195
424,"B",2,"X",11,10.6808981933801,-0.757706494458777
425,"B",2,"X",11,3.0919981541502,7.53646717569741
426,"B",2,"X",11,6.11740777913097,9.57892705195636
427,"B",2,"X",11,3.37484948921523,10.7331351930023
428,"B",2,"X",11,2.77864979361118,3.10455058459096
429,"B",2,"X",11,-2.11981269014645,2.64734998907444
430,"B",2,"X",11,-0.603063045484519,0.243532015816244
431,"B",2,"X",11,3.24932445254304,0.389336088101826
432,"B",2,"X",11,0.107889008474845,1.5946677284017
433,"B",2,"X",11,2.5821495068199,4.65130675816934
434,"B",2,"X",11,3.67126941744653,2.50029646199821
435,"B",2,"X",11,0.670013110726549,4.76793857331322
436,"B",2,"X",11,0.495178174063553,-0.355312292124866
437,"B",2,"X",11,-0.0877992150825677,3.79616770042442
438,"B",2,"X",11,6.9985603144224,3.61959484320611
439,"B",2,"X",11,7.04512534696324,6.38774937134755
440,"B",2,"X",11,5.72280330710436,7.00468733839913
441,"B",2,"X",11,1.42156327414757,1.05461329779024
442,"B",2,"X",11,-0.923773012416744,7.0419580455503
443,"B",2,"X",11,5.76418291052135,4.04448516724202
444,"B",2,"X",11,4.19759097547939,5.78201382688322
445,"B",2,"X",11,4.21090135828271,3.47491421477239
446,"B",2,"X",11,3.67489037331062,2.5508464411089
447,"B",2,"X",11,3.64444943807195,0.704585866545811
448,"B",2,"X",11,3.36131007758468,1.06854682068444
449,"B",2,"X",11,-0.905587694583529,-1.51331196120114
450,"B",2,"X",11,0.407218371484387,1.75272265547586
451,"B",2,"X",11,0.486326691356045,5.58099600557288
452,"B",2,"X",11,-0.16008132840633,-4.35222928920209
453,"B",2,"X",11,1.53627479921823,4.65365621748019
454,"B",2,"X",11,6.50465550357649,4.07855130042835
455,"B",2,"X",11,2.97840392410906,-0.38633128356292
456,"B",2,"X",11,2.00952064636011,1.82676175143474
457,"B",2,"X",11,-0.766783910978142,-2.16230977429737
458,"B",2,"X",11,3.66125445766698,0.477479865236826
459,"B",2,"X",11,13.2170270543436,0.22360074888644
460,"B",2,"X",11,-0.500776840231349,5.75357939934387
461,"B",2,"X",11,1.50426676107431,7.01126681720956
462,"B",2,"X",11,5.49165504632213,3.34375566365422
463,"B",2,"X",11,1.91198285094794,4.06062935845526
464,"B",2,"X",11,-3.77949512892357,3.1414766234334
465,"B",2,"X",11,3.84206267213858,2.61980332682144
466,"B",2,"X",11,-1.555395244977,0.177970834922169
467,"B",2,"X",11,0.612838359787998,6.38045621603642
468,"B",2,"X",11,3.94917344349939,5.84404269381192
469,"B",2,"X",11,3.30085924242856,0.389543221435792
470,"B",2,"X",11,6.43577537781307,3.00938634913564
471,"B",2,"X",11,-4.11950441909239,4.06594741194843
472,"B",2,"X",11,4.20232761153541,5.0157636125834
473,"B",2,"X",11,-2.03629592037184,3.1133153279923
474,"B",2,"X",11,0.15569253479559,4.39717711106443
475,"B",2,"X",11,2.02503284460322,3.75762217694648
476,"B",2,"X",11,4.20845818925218,-1.40288402123241
477,"B",2,"X",11,-3.679494511805,2.61904908949784
478,"B",2,"X",11,-0.129960745030337,-0.960354801987538
479,"B",2,"X",11,5.27885171361476,0.341824403662881
480,"B",2,"X",11,5.03285328502694,0.840258214161615
481,"B",2,"X",11,4.43276981877994,4.96663611496942
482,"B",2,"X",11,2.08873684617094,5.19804889852626
483,"B",2,"X",11,4.40801214821667,-0.313444316220204
484,"B",2,"X",11,6.20379084851563,9.84763636739771
485,"B",2,"X",11,10.1086351964883,1.36321137224536
486,"B",2,"X",11,4.47637848969328,2.63679517894014
487,"B",2,"X",11,-1.19590284409225,1.78299821260554
