Short Term Endpoint Quality,Maximum number of cohorts,Type of Data Sharing,Cohort Inclusion Rate,Final Cohort Sample Size,Interim Futility Stopping,Treatment Efficacy Setting,Avg_Pat,Avg_Pat_First_Suc,Avg_Perc_Pat_Sup_Plac_Th,Avg_Perc_Pat_Sup_Plac_Real,Avg_Pat_Comb,Avg_Pat_Mono,Avg_Pat_Back,Avg_Pat_Plac,Avg_Pat_Plac_First_Suc,Avg_Pat_Plac_Pool,Avg_Suc_Hist,Avg_Suc_Hist_Comb,Avg_Suc_Hist_Mono,Avg_Suc_Hist_Back,Avg_Suc_Hist_Plac,Avg_Suc_Bio,Avg_Suc_Bio_Comb,Avg_Suc_Bio_Mono,Avg_Suc_Bio_Back,Avg_Suc_Bio_Plac,Avg_Cohorts,Avg_Cohorts_First_Suc,Avg_TP,Avg_FP,Avg_TN,Avg_FN,Avg_any_P,FDR,PTP,PTT1ER,FWER,Disj_Power,FWER_BA,Disj_Power_BA
0.9,7,concurrent,0.03,400,Yes,Setting 1,2003.4068,1657.409231,0.723891373,0.723891373,820.1672,820.1672,181.5362,181.5362,137.243042,2003.4068,437.5658,255.406,127.7682,36.2628,18.1288,550.4903,286.3704,184.3343,47.1447,32.6409,6.9886,6.992555263,2.5194,0.0341,3.4541,0.981,0.8734,0.01335422,0.719746315,0.009775816,0.031085991,0.88006859,0.0308,0.8725
1,3,cohort,0.03,400,Yes,Setting 1,859.56,757.1186543,0.634120833,0.634120833,214.89,214.89,214.89,214.89,189.2796636,859.56,164.8099,66.9116,33.468,42.9156,21.5147,164.8099,66.9116,33.468,42.9156,21.5147,2.998,2.997596876,0.9065,0.0168,1.4816,0.5931,0.6658,0.018195603,0.604494532,0.011211959,0.01925294,0.757345316,0.0167,0.6573
1,7,concurrent,0.03,400,Yes,Setting 1,1911.6624,1398.210732,0.711718199,0.711718199,779.6754,779.6754,176.1558,176.1558,112.2097545,1911.6624,409.7198,237.8754,119.009,35.171,17.6644,409.7198,237.8754,119.009,35.171,17.6644,6.9934,6.981968282,2.8767,0.0495,3.4615,0.6057,0.9212,0.016916137,0.826068229,0.014098547,0.043228537,0.927721774,0.0429,0.9203
0.65,7,cohort,0.03,400,Yes,Setting 9,1521.26,1439,0,0,380.315,380.315,380.315,380.315,359.75,1521.26,304.3873,76.1217,76.0604,76.1738,76.0314,623.7059,155.9719,155.8691,155.9747,155.8902,6.9906,7,0,0.0016,6.989,0,0.0016,1,,0.000228879,0.0016,,0.0016,0
0.9,7,cohort,0.03,400,Yes,Setting 9,1551.96,1445.73913,0,0,387.99,387.99,387.99,387.99,361.4347826,1551.96,310.4122,77.6133,77.535,77.6128,77.6511,403.7318,101.0316,100.8027,100.9086,100.9889,6.9916,7,0,0.0023,6.9893,0,0.0023,1,,0.000328966,0.0023,,0.0023,0
1,7,cohort,0.03,400,Yes,Setting 9,1538.68,1501.290323,0,0,384.67,384.67,384.67,384.67,375.3225806,1538.68,307.8815,77.0326,76.9226,76.9359,76.9904,307.8815,77.0326,76.9226,76.9359,76.9904,6.9904,7,0,0.0031,6.9873,0,0.0031,1,,0.000443465,0.0031,,0.0031,0
0.65,5,all,0.01,500,Yes,Setting 9,1275.6444,1154.285714,0,0,473.9022,473.9022,163.92,163.92,124.2857143,1275.6444,255.1945,94.7655,94.8613,32.782,32.7857,522.9604,194.1502,194.3281,67.2098,67.2723,4.6616,4.571428571,0,0.0008,4.6608,0,0.0007,1,,0.000171615,0.0007,,0.0007,0
1,5,all,0.01,500,Yes,Setting 9,1286.8012,1274.5,0,0,478.1532,478.1532,165.2474,165.2474,150.1875,1286.8012,257.463,95.6249,95.6676,33.1282,33.0423,257.463,95.6249,95.6676,33.1282,33.0423,4.6657,4.75,0,0.0017,4.664,0,0.0016,1,,0.000364361,0.0016,,0.0016,0
0.9,5,all,0.01,500,Yes,Setting 9,1274.6028,1379.714286,0,0,473.8765,473.8765,163.4249,163.4249,175.3571429,1274.6028,254.7892,94.5997,94.7599,32.6953,32.7343,331.4303,123.1202,123.2159,42.4861,42.6081,4.6628,4.928571429,0,0.0014,4.6614,0,0.0014,1,,0.000300249,0.0014,,0.0014,0
0.65,5,cohort,0.03,400,Yes,Setting 1,1192.16,1303.142941,0.62994495,0.62994495,298.04,298.04,298.04,298.04,325.7857353,1192.16,225.9329,91.0113,45.3992,59.7172,29.8052,484.8422,131.5869,117.7964,122.2577,113.2012,4.9944,5,0.3995,0.005,2.4779,2.112,0.3407,0.012360939,0.159068286,0.002013774,0.005168493,0.347781218,0.005,0.337
0.65,3,all,0.01,500,Yes,Setting 1,881.0264,1092.143223,0.670055539,0.670055539,295.0714,295.0714,145.4418,145.4418,176.7992327,881.0264,179.2551,90.3991,45.1986,29.0958,14.5616,362.2926,130.5136,116.8461,59.6344,55.2985,2.855,2.992007673,0.3957,0.0038,1.4237,1.0318,0.3129,0.00951189,0.277197898,0.002661996,0.004448086,0.365735831,0.0038,0.3104
1,3,all,0.01,500,Yes,Setting 1,953.888,799.9190495,0.669142006,0.669142006,319.6734,319.6734,157.2706,157.2706,123.1844888,953.888,193.4011,97.3735,48.6876,31.4866,15.8534,193.4011,97.3735,48.6876,31.4866,15.8534,2.8892,2.928058493,1.2291,0.0205,1.427,0.2126,0.7659,0.01640525,0.852535201,0.014162349,0.022568637,0.894322323,0.0194,0.7608
0.9,5,cohort,0.03,400,Yes,Setting 1,1418.24,1326.380316,0.638095298,0.638095298,354.56,354.56,354.56,354.56,331.5950789,1418.24,272.9094,111.1879,55.548,70.7349,35.4386,360.0403,124.4051,79.856,91.9576,63.8216,4.994,4.997726665,1.2149,0.018,2.4923,1.2688,0.7478,0.014599724,0.489149253,0.007170458,0.018328674,0.769478162,0.0177,0.7417
0.9,3,all,0.01,500,Yes,Setting 1,1018.8928,962.1950796,0.675944598,0.675944598,342.2899,342.2899,167.1565,167.1565,150.1054993,1018.8928,210.0127,106.5739,53.3407,33.4192,16.6789,269.9265,119.4991,76.8938,43.4687,30.0649,2.8874,2.963531114,1.0864,0.015,1.4292,0.3568,0.6911,0.01361903,0.752771619,0.010386373,0.016870273,0.809501356,0.0145,0.6867
1,5,cohort,0.03,400,Yes,Setting 1,1428.58,1158.453523,0.636584673,0.636584673,357.145,357.145,357.145,357.145,289.6133807,1428.58,274.082,111.3894,55.71,71.3743,35.6083,274.082,111.3894,55.71,71.3743,35.6083,4.9936,4.995855536,1.5238,0.0284,2.4605,0.9809,0.8445,0.018296611,0.608376253,0.011410663,0.029277881,0.866590768,0.0283,0.8373
0.9,3,dynamic,0.01,500,Yes,Setting 9,771.3536,616.4444444,0,0,258.0973,258.0973,127.5795,127.5795,89.55555556,771.3536,154.1627,51.5555,51.6299,25.5172,25.4601,200.5433,67.0595,67.1471,33.2058,33.1309,2.8404,2.888888889,0,0.0009,2.8395,0,0.0009,1,,0.000316857,0.0009,,0.0009,0
1,3,dynamic,0.01,500,Yes,Setting 9,771.0904,939.2727273,0,0,258.4229,258.4229,127.1223,127.1223,158.7272727,771.0904,154.2926,51.6396,51.7511,25.4913,25.4106,154.2926,51.6396,51.7511,25.4913,25.4106,2.8411,3,0,0.0011,2.84,0,0.0011,1,,0.000387174,0.0011,,0.0011,0
0.65,3,dynamic,0.01,500,Yes,Setting 9,778.1652,645.1428571,0,0,260.6315,260.6315,128.4511,128.4511,98,778.1652,155.7169,52.086,52.2108,25.7394,25.6807,319.0167,106.9415,106.8015,52.708,52.5657,2.8483,2.857142857,0,0.0007,2.8476,0,0.0007,1,,0.000245761,0.0007,,0.0007,0
0.65,7,all,0.01,500,Yes,Setting 9,1772.426,1302.666667,0,0,695.3754,695.3754,190.8376,190.8376,143.5833333,1772.426,354.6186,139.1996,139.1237,38.1575,38.1378,726.5021,284.9163,285.025,78.2045,78.3563,6.464,5.916666667,0,0.0013,6.4627,0,0.0012,1,,0.000201114,0.0012,,0.0012,0
0.9,7,all,0.01,500,Yes,Setting 9,1784.552,1626.333333,0,0,700.9361,700.9361,191.3399,191.3399,169,1784.552,356.9601,140.0797,140.2819,38.2988,38.2997,464.2768,182.0767,182.5781,49.8429,49.7791,6.4903,6.916666667,0,0.0012,6.4891,0,0.0012,1,,0.000184891,0.0012,,0.0012,0
1,7,all,0.01,500,Yes,Setting 9,1784.936,1854.727273,0,0,700.7685,700.7685,191.6995,191.6995,175.3636364,1784.936,357.0908,140.043,140.2229,38.343,38.4819,357.0908,140.043,140.2229,38.343,38.4819,6.478,7,0,0.0023,6.4757,0,0.0022,1,,0.000355048,0.0022,,0.0022,0
0.65,7,cohort,0.03,400,Yes,Setting 1,1666.42,1751.317464,0.629930202,0.629930202,416.605,416.605,416.605,416.605,437.829366,1666.42,315.578,127.0391,63.4008,83.3798,41.7583,678.1203,183.9935,164.7916,170.9537,158.3815,6.9874,7,0.5682,0.0078,3.4896,2.9218,0.4495,0.013541667,0.162808023,0.002230228,0.007871632,0.448926087,0.0078,0.4452
0.65,5,dynamic,0.01,500,Yes,Setting 9,1273.2832,1124,0,0,472.3073,472.3073,164.3343,164.3343,140.1428571,1273.2832,254.8518,94.4687,94.5365,32.9282,32.9184,521.9745,193.5797,193.7863,67.2785,67.33,4.6477,4.714285714,0,0.0007,4.647,0,0.0007,1,,0.000150612,0.0007,,0.0007,0
0.9,5,dynamic,0.01,500,Yes,Setting 9,1262.7136,1332.266667,0,0,468.9651,468.9651,162.3917,162.3917,172.8,1262.7136,252.4675,93.6708,93.7803,32.4451,32.5713,328.4013,121.8552,122.0577,42.1326,42.3558,4.6401,4.866666667,0,0.0015,4.6386,0,0.0015,1,,0.000323269,0.0015,,0.0015,0
1,7,cohort,0.03,400,Yes,Setting 1,2000.4,1532.469091,0.636445504,0.636445504,500.1,500.1,500.1,500.1,383.1172726,2000.4,383.0601,155.3084,77.6008,100.0658,50.0851,383.0601,155.3084,77.6008,100.0658,50.0851,6.9922,6.99136908,2.1152,0.0361,3.4737,1.3672,0.9269,0.016780551,0.607397197,0.010285486,0.035588265,0.930439172,0.0353,0.9216
0.9,7,cohort,0.03,400,Yes,Setting 1,1985.62,1778.437406,0.639390611,0.639390611,496.405,496.405,496.405,496.405,444.6093514,1985.62,382.4115,155.7069,77.8602,99.1544,49.69,504.5028,174.1131,112.0089,128.9101,89.4707,6.9892,6.996983409,1.6846,0.0279,3.4751,1.8016,0.8619,0.016291971,0.483219551,0.007964602,0.027923387,0.865306947,0.0277,0.857
1,5,dynamic,0.01,500,Yes,Setting 9,1268.5792,1308.8,0,0,471.3192,471.3192,162.9704,162.9704,164.5,1268.5792,253.905,94.3245,94.3533,32.6221,32.6051,253.905,94.3245,94.3533,32.6221,32.6051,4.6535,4.9,0,0.001,4.6525,0,0.001,1,,0.000214892,0.001,,0.001,0
0.65,5,all,0.01,500,Yes,Setting 1,1468.5588,1667.662276,0.690418244,0.690418244,546.6409,546.6409,187.6385,187.6385,204.5087454,1468.5588,308.4201,168.0548,84.0092,37.5659,18.7902,606.5243,241.7526,216.5356,76.8758,71.3603,4.6861,4.974951414,0.7519,0.0064,2.3375,1.5903,0.4633,0.008439931,0.32102297,0.002730492,0.006836146,0.49443374,0.0064,0.4619
1,5,all,0.01,500,Yes,Setting 1,1530.886,1154.508695,0.683972074,0.683972074,569.2853,569.2853,196.1577,196.1577,134.6545495,1530.886,317.1189,172.171,86.0224,39.2672,19.6583,317.1189,172.171,86.0224,39.2672,19.6583,4.7485,4.773701335,2.1214,0.0318,2.3574,0.2379,0.8914,0.014768716,0.899165007,0.013309895,0.031302876,0.950240256,0.0296,0.8899
0.9,5,all,0.01,500,Yes,Setting 1,1674.1428,1408.661447,0.697184755,0.697184755,626.1671,626.1671,210.9043,210.9043,164.2032028,1674.1428,355.0384,194.5231,97.2894,42.1209,21.105,451.3191,218.1757,140.4132,54.7859,37.9443,4.7719,4.891933571,1.9459,0.023,2.3541,0.4489,0.8431,0.01168165,0.812552196,0.009675655,0.022983658,0.897107482,0.0218,0.8405
0.65,3,concurrent,0.01,500,Yes,Setting 9,778.858,640,0,0,260.7543,260.7543,128.6747,128.6747,101.2857143,778.858,155.8332,52.1136,52.1869,25.7879,25.7448,319.3293,106.8819,106.8818,52.7898,52.7758,2.8489,2.857142857,0,0.0007,2.8482,0,0.0007,1,,0.000245709,0.0007,,0.0007,0
1,3,concurrent,0.01,500,Yes,Setting 9,782.7636,787.2,0,0,262.095,262.095,129.2868,129.2868,131.2,782.7636,156.5937,52.4348,52.3937,25.9464,25.8188,156.5937,52.4348,52.3937,25.9464,25.8188,2.8424,3,0,0.0015,2.8409,0,0.0015,1,,0.000527723,0.0015,,0.0015,0
0.9,3,concurrent,0.01,500,Yes,Setting 9,777.3788,832.8,0,0,260.3591,260.3591,128.3303,128.3303,128.4,777.3788,155.3639,52.0597,52.0714,25.6329,25.5999,202.137,67.7163,67.7234,33.3041,33.3932,2.8486,2.8,0,0.0015,2.8471,0,0.0015,1,,0.000526574,0.0015,,0.0015,0
0.65,7,dynamic,0.01,500,Yes,Setting 9,1765.754,1571.636364,0,0,692.5936,692.5936,190.2834,190.2834,160,1765.754,353.2042,138.5542,138.4895,38.0649,38.0956,723.6983,283.88,283.8598,77.9874,77.9711,6.4443,7,0,0.0012,6.4431,0,0.0011,1,,0.000186211,0.0011,,0.0011,0
0.9,7,dynamic,0.01,500,Yes,Setting 9,1774.1384,1789.333333,0,0,695.7447,695.7447,191.3245,191.3245,178.2666667,1774.1384,354.9127,139.0882,139.2889,38.2131,38.3225,461.5623,180.9392,181.1507,49.7064,49.766,6.4901,6.733333333,0,0.0015,6.4886,0,0.0015,1,,0.000231121,0.0015,,0.0015,0
0.65,7,all,0.01,500,Yes,Setting 1,2055.3016,2213.893086,0.700746301,0.700746301,809.5168,809.5168,218.134,218.134,223.0559515,2055.3016,437.7805,248.2088,124.0534,43.6938,21.8245,850.8347,357.7711,320.7418,89.4354,82.8864,6.5245,6.953670706,1.0897,0.0098,3.2731,2.1519,0.5612,0.008913142,0.336161155,0.002985166,0.009817232,0.58662614,0.0094,0.5597
1,7,dynamic,0.01,500,Yes,Setting 9,1768.1752,2087,0,0,693.5008,693.5008,190.5868,190.5868,199.1666667,1768.1752,353.747,138.7174,138.7337,38.1377,38.1582,353.747,138.7174,138.7337,38.1377,38.1582,6.4534,7,0,0.0012,6.4522,0,0.0012,1,,0.000185948,0.0012,,0.0012,0
0.65,3,dynamic,0.01,500,Yes,Setting 1,872.9036,1087.708119,0.66812233,0.66812233,291.8284,291.8284,144.6234,144.6234,177.0938678,872.9036,176.9211,89.0284,44.5482,28.8273,14.5172,358.4328,128.758,115.4539,59.256,54.9649,2.845,2.983213429,0.3616,0.0031,1.428,1.0523,0.2919,0.008500137,0.255746517,0.002166166,0.003646201,0.34547619,0.0031,0.2902
0.9,7,all,0.01,500,Yes,Setting 1,2323.8324,1785.37583,0.708020066,0.708020066,919.4595,919.4595,242.4567,242.4567,170.7553121,2323.8324,499.9009,284.8433,142.4064,48.4813,24.1699,632.3146,319.8816,205.8632,63.057,43.5128,6.6689,6.743691899,2.8164,0.0391,3.2898,0.5236,0.9037,0.013692873,0.843233533,0.011745622,0.034741495,0.938272888,0.0338,0.9029
0.9,3,dynamic,0.01,500,Yes,Setting 1,1017.1224,977.9464793,0.67695342,0.67695342,341.2704,341.2704,167.2908,167.2908,153.1462102,1017.1224,210.3545,106.9192,53.3744,33.3648,16.6961,269.945,119.6406,76.7748,43.4012,30.1284,2.8824,2.963372701,1.0312,0.0112,1.4238,0.4162,0.6693,0.010744436,0.71244991,0.007804878,0.012718786,0.785891528,0.0109,0.6651
1,3,dynamic,0.01,500,Yes,Setting 1,955.4364,814.9248801,0.67137821,0.67137821,319.5338,319.5338,158.1844,158.1844,126.3645445,955.4364,195.0502,98.4392,49.1716,31.6502,15.7892,195.0502,98.4392,49.1716,31.6502,15.7892,2.8883,2.933803942,1.1837,0.0162,1.4275,0.2609,0.7511,0.013501125,0.819396373,0.011221168,0.018255814,0.877366255,0.0157,0.7462
1,7,all,0.01,500,Yes,Setting 1,2106.5268,1411.318592,0.692559003,0.692559003,827.788,827.788,225.4754,225.4754,138.0308072,2106.5268,440.9409,248.7793,124.4687,45.1413,22.5516,440.9409,248.7793,124.4687,45.1413,22.5516,6.6217,6.441069128,3.0402,0.0487,3.2726,0.2602,0.9318,0.01576613,0.921161071,0.014662933,0.044786926,0.970683359,0.0433,0.9304
0.65,5,concurrent,0.01,500,Yes,Setting 9,1282.1436,1173.75,0,0,475.7531,475.7531,165.3187,165.3187,139.25,1282.1436,256.5922,95.2476,95.1723,33.0809,33.0914,525.6692,195.0089,195.1875,67.7446,67.7282,4.6647,5,0,0.0017,4.663,0,0.0016,1,,0.000364439,0.0016,,0.0016,0
0.9,5,concurrent,0.01,500,Yes,Setting 9,1276.1356,1302.333333,0,0,473.7988,473.7988,164.269,164.269,153.9166667,1276.1356,255.1543,94.8681,94.6593,32.7575,32.8694,331.9067,123.3494,123.1286,42.678,42.7507,4.6582,4.75,0,0.0012,4.657,0,0.0012,1,,0.00025761,0.0012,,0.0012,0
1,5,concurrent,0.01,500,Yes,Setting 9,1284.564,1300.2,0,0,476.6077,476.6077,165.6743,165.6743,166.7,1284.564,257.0983,95.3801,95.4286,33.1255,33.1641,257.0983,95.3801,95.4286,33.1255,33.1641,4.6483,4.65,0,0.002,4.6463,0,0.002,1,,0.000430265,0.002,,0.002,0
0.65,5,dynamic,0.01,500,Yes,Setting 1,1465.9368,1654.417936,0.690308362,0.690308362,544.8406,544.8406,188.1278,188.1278,205.5269917,1465.9368,307.4242,167.2612,83.6662,37.6691,18.8277,605.3878,240.8607,215.9026,77.1058,71.5187,4.704,4.977144101,0.7032,0.0069,2.3427,1.6512,0.4597,0.009716941,0.298674822,0.00293667,0.007149717,0.489398158,0.0067,0.457
1,5,dynamic,0.01,500,Yes,Setting 1,1559.0348,1188.154073,0.688492975,0.688492975,579.7631,579.7631,199.7543,199.7543,139.0403308,1559.0348,325.3411,177.1095,88.3896,39.9537,19.8883,325.3411,177.1095,88.3896,39.9537,19.8883,4.776,4.794834032,2.0609,0.0254,2.368,0.3217,0.883,0.012174663,0.864979434,0.010612518,0.025105042,0.93841236,0.0239,0.8807
0.9,5,dynamic,0.01,500,Yes,Setting 1,1667.55,1433.813139,0.698426485,0.698426485,622.8192,622.8192,210.9558,210.9558,168.0489051,1667.55,354.8984,194.4981,97.1802,42.1587,21.0614,450.631,217.8613,140.1201,54.7263,37.9233,4.7555,4.894282238,1.8286,0.018,2.3476,0.5613,0.8222,0.009747644,0.765136617,0.007609063,0.018122432,0.879824185,0.0172,0.8207
1,3,cohort,0.01,500,Yes,Setting 9,772.4076,753.6666667,0,0,193.1019,193.1019,193.1019,193.1019,188.4166667,772.4076,154.5361,38.5513,38.6691,38.6349,38.6808,154.5361,38.5513,38.6691,38.6349,38.6808,2.8363,2.75,0,0.0012,2.8351,0,0.0012,1,,0.000423086,0.0012,,0.0012,0
0.9,3,cohort,0.01,500,Yes,Setting 9,772.7668,722.6666667,0,0,193.1917,193.1917,193.1917,193.1917,180.6666667,772.7668,154.5397,38.6116,38.6839,38.6255,38.6187,201.0025,50.2111,50.2664,50.3549,50.1701,2.8331,2.555555556,0,0.0009,2.8322,0,0.0009,1,,0.000317673,0.0009,,0.0009,0
0.65,3,cohort,0.01,500,Yes,Setting 9,777.116,690.8571429,0,0,194.279,194.279,194.279,194.279,172.7142857,777.116,155.5104,38.9568,38.8582,38.8919,38.8035,318.5715,79.5782,79.7125,79.713,79.5678,2.8478,3,0,0.0007,2.8471,0,0.0007,1,,0.000245804,0.0007,,0.0007,0
0.9,7,concurrent,0.01,500,Yes,Setting 9,1776.6696,1782,0,0,697.1517,697.1517,191.1831,191.1831,176.9230769,1776.6696,355.4324,139.4969,139.3884,38.2473,38.2998,462.2488,181.4091,181.3858,49.7277,49.7262,6.4632,6.961538462,0,0.0026,6.4606,0,0.0026,1,,0.000402278,0.0026,,0.0026,0
0.65,7,concurrent,0.01,500,Yes,Setting 9,1787.2916,1561.8,0,0,701.4148,701.4148,192.231,192.231,153.3,1787.2916,357.5681,140.3825,140.199,38.4669,38.5197,732.5595,287.527,287.4937,78.7223,78.8165,6.496,6.85,0,0.002,6.494,0,0.002,1,,0.000307882,0.002,,0.002,0
1,7,concurrent,0.01,500,Yes,Setting 9,1798.6428,1899.538462,0,0,705.4727,705.4727,193.8487,193.8487,193.7692308,1798.6428,359.7971,141.0956,141.1253,38.8015,38.7747,359.7971,141.0956,141.1253,38.8015,38.7747,6.4625,7,0,0.0026,6.4599,0,0.0026,1,,0.000402321,0.0026,,0.0026,0
0.65,3,concurrent,0.01,500,Yes,Setting 1,883.3112,1082.315255,0.669322486,0.669322486,295.5297,295.5297,146.1259,146.1259,175.1221059,883.3112,179.4177,90.3073,45.2691,29.2575,14.5838,363.2322,130.6146,117.0614,60.0846,55.4716,2.8656,2.98731367,0.3915,0.0031,1.4375,1.0335,0.3153,0.007856057,0.274736842,0.002151881,0.003642345,0.37275858,0.0031,0.3139
1,3,concurrent,0.01,500,Yes,Setting 1,973.9912,807.2306469,0.669283915,0.669283915,325.9475,325.9475,161.0481,161.0481,124.2283934,973.9912,197.678,99.4236,49.895,32.2545,16.1049,197.678,99.4236,49.895,32.2545,16.1049,2.8807,2.925503712,1.202,0.0197,1.426,0.233,0.7544,0.016125072,0.837630662,0.013626617,0.02229225,0.885238152,0.0191,0.749
0.9,3,concurrent,0.01,500,Yes,Setting 1,1026.4036,967.1901732,0.674437288,0.674437288,344.4357,344.4357,168.7661,168.7661,150.7112624,1026.4036,211.1387,107.2013,53.3863,33.7023,16.8488,271.5351,120.3086,77.0502,43.8189,30.3574,2.8857,2.964333284,1.0353,0.014,1.4412,0.3952,0.6759,0.013342228,0.723732961,0.009620671,0.015711645,0.7936658,0.0136,0.6716
0.65,7,dynamic,0.01,500,Yes,Setting 1,2053.36,2213.362606,0.701001699,0.701001699,807.5902,807.5902,219.0898,219.0898,224.8274249,2053.36,437.9622,248.0526,124.1059,43.8298,21.9739,849.9435,356.914,320.0182,89.8124,83.1989,6.5333,6.952852258,1.0367,0.009,3.26,2.2276,0.5559,0.008606675,0.317587232,0.002753136,0.008955535,0.582257218,0.0086,0.5546
1,7,dynamic,0.01,500,Yes,Setting 1,2129.3108,1469.637922,0.695915032,0.695915032,836.9587,836.9587,227.6967,227.6967,143.216184,2129.3108,449.3613,253.9946,127.0721,45.5612,22.7334,449.3613,253.9946,127.0721,45.5612,22.7334,6.6159,6.511226814,2.9163,0.0399,3.2889,0.3708,0.9219,0.013497057,0.8871954,0.011986301,0.036067601,0.963784802,0.035,0.9208
0.9,7,dynamic,0.01,500,Yes,Setting 1,2329.6244,1838.564727,0.709771709,0.709771709,921.0835,921.0835,243.7287,243.7287,176.8378439,2329.6244,503.6504,287.1634,143.4574,48.6701,24.3595,636.0195,321.9273,206.9869,63.3167,43.7886,6.6412,6.76037438,2.6532,0.0277,3.2864,0.6739,0.8871,0.010332351,0.797451234,0.008358227,0.026418586,0.927480117,0.0257,0.8863
0.9,3,all,0.03,500,Yes,Setting 9,819.5696,928.3076923,0,0,291.3008,291.3008,118.484,118.484,136,819.5696,163.9014,58.2467,58.2773,23.7243,23.6531,213.2464,75.8218,75.7467,30.8404,30.8375,2.9992,3,0,0.0013,2.9979,0,0.0013,1,,0.000433449,0.0013,,0.0013,0
0.65,5,concurrent,0.01,500,Yes,Setting 1,1458.1632,1650.190772,0.689053653,0.689053653,542.4444,542.4444,186.6372,186.6372,203.25,1458.1632,305.5094,166.2734,83.1821,37.3369,18.717,601.7976,239.7978,214.7321,76.3886,70.8791,4.689,4.976042591,0.6886,0.0069,2.3408,1.6527,0.451,0.00992092,0.29411011,0.002939047,0.007043757,0.482325132,0.0066,0.4489
0.65,3,all,0.03,500,Yes,Setting 9,818.0016,851.6666667,0,0,290.8444,290.8444,118.1564,118.1564,119.8333333,818.0016,163.673,58.2943,58.1976,23.5647,23.6164,335.3996,119.2375,119.1907,48.4751,48.4963,2.9994,3,0,0.0012,2.9982,0,0.0012,1,,0.00040008,0.0012,,0.0012,0
1,3,all,0.03,500,Yes,Setting 9,824.8752,908,0,0,293.073,293.073,119.3646,119.3646,128.25,824.8752,165.0369,58.6217,58.613,23.8644,23.9378,165.0369,58.6217,58.613,23.8644,23.9378,2.9994,3,0,0.0008,2.9986,0,0.0008,1,,0.00026672,0.0008,,0.0008,0
1,5,cohort,0.01,500,Yes,Setting 9,1272.3388,1323.5,0,0,318.0847,318.0847,318.0847,318.0847,330.875,1272.3388,254.6218,63.5284,63.6119,63.7001,63.7814,254.6218,63.5284,63.6119,63.7001,63.7814,4.6685,5,0,0.0016,4.6669,0,0.0016,1,,0.000342723,0.0016,,0.0016,0
0.9,5,cohort,0.01,500,Yes,Setting 9,1265.1956,1078,0,0,316.2989,316.2989,316.2989,316.2989,269.5,1265.1956,252.946,63.2386,63.2036,63.2359,63.2679,329.0481,82.2236,82.2586,82.2588,82.3071,4.6621,4.416666667,0,0.0012,4.6609,0,0.0012,1,,0.000257395,0.0012,,0.0012,0
0.65,5,cohort,0.01,500,Yes,Setting 9,1266.9176,1303,0,0,316.7294,316.7294,316.7294,316.7294,325.75,1266.9176,253.5317,63.3845,63.3773,63.4874,63.2825,519.3917,129.7919,129.91,129.8307,129.8591,4.6586,5,0,0.0008,4.6578,0,0.0008,1,,0.000171725,0.0008,,0.0008,0
0.9,5,concurrent,0.01,500,Yes,Setting 1,1681.396,1420.089214,0.695120264,0.695120264,628.5318,628.5318,212.1662,212.1662,165.9046923,1681.396,355.5655,194.8123,97.2257,42.4026,21.1249,452.5586,218.7583,140.5654,55.0955,38.1394,4.7496,4.871419866,1.8104,0.0252,2.3721,0.5419,0.8208,0.013728481,0.769629724,0.010511826,0.024595333,0.876659529,0.0234,0.8188
1,5,concurrent,0.01,500,Yes,Setting 1,1592.008,1169.225792,0.687589779,0.687589779,592.0905,592.0905,203.9135,203.9135,136.3126697,1592.008,331.5036,180.4048,90.0726,40.6773,20.3489,331.5036,180.4048,90.0726,40.6773,20.3489,4.7743,4.769117647,2.0743,0.0397,2.3473,0.313,0.884,0.018779565,0.86888954,0.016631755,0.037596367,0.937300405,0.0356,0.8805
0.65,3,cohort,0.01,500,Yes,Setting 1,857.1848,1036.097978,0.628826331,0.628826331,214.2962,214.2962,214.2962,214.2962,259.0244946,857.1848,162.7668,65.5482,32.8227,42.9503,21.4456,349.1031,94.7733,84.8795,88.0255,81.4248,2.8576,2.987169518,0.2819,0.0033,1.4188,1.1536,0.2572,0.011570827,0.196377569,0.002320512,0.003907638,0.301360142,0.0033,0.2548
0.65,7,concurrent,0.01,500,Yes,Setting 1,2042.4068,2197.001252,0.700824405,0.700824405,803.1671,803.1671,218.0363,218.0363,222.6880029,2042.4068,435.2003,246.5407,123.2835,43.5027,21.8734,845.3808,354.9685,318.3378,89.404,82.6705,6.5145,6.958519578,1.0059,0.0079,3.2502,2.2505,0.5596,0.007792464,0.308899398,0.002424726,0.008244625,0.584870075,0.0079,0.5582
0.65,5,all,0.03,500,Yes,Setting 9,1370.534,1404,0,0,540.5221,540.5221,144.7449,144.7449,141.1428571,1370.534,274.2218,108.0944,108.1002,28.9785,29.0487,561.94,221.5984,221.6177,59.3376,59.3863,4.998,5,0,0.0014,4.9966,0,0.0014,1,,0.000280112,0.0014,,0.0014,0
0.9,5,all,0.03,500,Yes,Setting 9,1371.0812,1369.473684,0,0,540.9077,540.9077,144.6329,144.6329,134.1052632,1371.0812,274.1423,108.1414,108.2172,28.8481,28.9356,356.591,140.6902,140.7761,37.5644,37.5603,5,5,0,0.0019,4.9981,0,0.0019,1,,0.00038,0.0019,,0.0019,0
